,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807569,нанять +на работу,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807574,Тор и партнеры,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,830070626,агентство по подбору персонала кадровый,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807564,нанять менеджера -продажа -офис,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153543,Нанять Юриста,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807580,нанять секретаря -переводчика,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153534,Нанять Дизайнера,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153545,Нанять Начальника отдела рекламы и PR,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807559,Нанять Бухгалтера,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153536,Нанять Менеджера по продажам,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153538,Нанять Руководителя отдела продаж,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153535,Нанять Начальника юридической службы,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153542,Нанять Маркетолога,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,791153549,Нанять Офис-менеджера,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
